Basic Identification,,,,,Botanical Characteristics,,,,,,Environmental Requirements,,,,,,Location & Suitability,,,,,Environmental Impact,,,Maintenance & Care,,,,,Growth & Structure,,,,,Commercial / Business,,,,Geo Mapping,,,,Description & Use,,
Plant ID,Common Name,Scientific Name,Family,Other Names,Plant Type,Lifecycle,Growth Rate,Mature Height,Mature Width,Root Type,Sunlight Requirement,Watering Needs,Soil Type,Soil pH Range,Temperature Range,Humidity Requirement,Suitable Regions,Climate Zone,Hardiness Zone,Lat/Long Suitability,Urban/Rural Suitability,Oxygen Production Range (kg/yr),CO2 Absorption Range (kg/yr),Pollution Tolerance,Care Level,Pruning Requirement,Fertilizer Needs,Pest Resistance,Disease Susceptibility,Growth Pattern,Canopy Type,Leaf Type,Flowering Season,Fruiting Season,Cost per Plant,Availability,Nursery Source,Plantation Time,Area Size Required,Plantation Density,Spacing Between Plants,"Geo Coordinates (Lat, Lon)",Description,Benefits,Use Cases
IND-0011,Rose,Rosa indica,Rosaceae,"Gulab, Desi Rose",Shrub,Perennial,Medium / Fast,1.9 – 4.7 m,2.0 – 5.1 m,Adventitious,Full Sun / Partial,Medium,Clay Loam,6.5 – 8.0,15°C – 44°C,Variable,South India,Arid,11a,"10.5496°N, 74.4548°E",Urban,62.6 – 125.2 kg/yr,4.3 – 8.5 kg/yr,High,High,Yes – Bi-annual,None Required,Low,Susceptible to Fungi,Weeping,Rounded,Semi-deciduous,Nov-Jan,Post-monsoon,?142 – ?284,Seasonally Available,Private Agri Nursery,Pre-monsoon,10.5 – 21.0 sq.m,1404 – 2434 plants/ha,18.5 – 28.9 m,"10.5496, 74.4548","Rose (Rosa indica) is a perennial shrub native to or widely cultivated in India. It belongs to the family Rosaceae and thrives in loamy soils. Known for its ornamental value, it is widely planted across South India.",Provides 89.4 kg/year oxygen; absorbs 6.1 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Commercial / Timber
IND-0012,Jasmine,Jasminum sambac,Oleaceae,"Mogra, Arabian Jasmine",Shrub,Perennial,Fast,2.2 – 5.4 m,1.1 – 2.8 m,Deep Taproot,Partial Sun,Medium,Sandy,6.0 – 7.5,6°C – 48°C,Variable,East India,Tropical,12a,"20.6537°N, 91.568°E",Rural,30.7 – 61.5 kg/yr,3.4 – 6.9 kg/yr,Medium,Medium,Not Required,Organic (Monthly),Medium,Low,Weeping,Sparse,Deciduous,Oct-Dec,Sep-Nov,?122 – ?244,Easily Available Online,Private Agri Nursery,Nov-Dec,10.2 – 20.4 sq.m,1326 – 2298 plants/ha,19.0 – 29.8 m,"20.6537, 91.568","Jasmine (Jasminum sambac) is a perennial shrub native to or widely cultivated in India. It belongs to the family Oleaceae and thrives in sandy loam soils. Known for its medicinal value, it is widely planted across East India.",Provides 43.9 kg/year oxygen; absorbs 4.9 kg CO2/year; improves AQI; used in Ayurveda.,Carbon Sequestration
IND-0013,Lotus,Nelumbo nucifera,Nelumbonaceae,"Sacred Lotus, Kamal",Flower,Perennial,Slow / Medium,1.0 – 2.4 m,0.7 – 1.7 m,Shallow Fibrous,Partial / Shade,Low,Loamy,5.0 – 6.5,10°C – 47°C,Low (30-50%),Central India,Subtropical,9b,"21.1214°N, 76.9549°E",Rural,15.7 – 31.4 kg/yr,1.7 – 3.4 kg/yr,Medium,Medium,Yes – Annual,None Required,Very High,High,Columnar,Rounded,Deciduous,Nov-Jan,Post-monsoon,?200 – ?400,Widely Available,State Forest Dept,Post-monsoon,3.1 – 6.3 sq.m,3301 – 5722 plants/ha,12.1 – 18.9 m,"21.1214, 76.9549","Lotus (Nelumbo nucifera) is a perennial flower native to or widely cultivated in India. It belongs to the family Nelumbonaceae and thrives in sandy loam soils. Known for its medicinal value, it is widely planted across Central India.",Provides 22.4 kg/year oxygen; absorbs 2.44 kg CO2/year; improves AQI; used in Ayurveda.,Coastal Protection
IND-0014,Mango,Mangifera indica,Anacardiaceae,"Aam, King of Fruits",Tree,Perennial,Fast,16.6 – 41.4 m,6.0 – 15.0 m,Shallow Fibrous,Full Sun / Partial,Medium,Alluvial,6.5 – 8.0,11°C – 47°C,Medium (50-70%),Central India,Subtropical,11a,"20.6627°N, 76.0354°E",Both,189.5 – 379.0 kg/yr,28.1 – 56.1 kg/yr,Low,Low / Medium,Yes – Annual,Organic (Monthly),Very High,Medium,Bushy,Rounded,Evergreen,Post-monsoon,Feb-Apr,?1341 – ?2682,Widely Available,National Nursery (CAMPA),Post-monsoon,101.6 – 203.3 sq.m,368 – 638 plants/ha,36.1 – 56.4 m,"20.6627, 76.0354","Mango (Mangifera indica) is a perennial tree native to or widely cultivated in India. It belongs to the family Anacardiaceae and thrives in alluvial soils. Known for its ornamental value, it is widely planted across Central India.",Provides 270.7 kg/year oxygen; absorbs 40.1 kg CO2/year; improves AQI; used in Ayurveda.,Urban Greening
IND-0015,Coconut,Cocos nucifera,Arecaceae,"Nariyal, Narikela",Tree,Perennial,Slow,6.2 – 15.5 m,4.1 – 10.4 m,Deep Taproot,Full Sun,Medium / High,Sandy Loam,6.5 – 8.0,3°C – 34°C,Medium (50-70%),East India,Arid,11b,"25.2641°N, 90.4873°E",Rural,174.9 – 349.7 kg/yr,20.2 – 40.3 kg/yr,High,Medium,Yes – Annual,NPK (Quarterly),Low,Low,Columnar,Dense,Deciduous,Monsoon,Winter,?1143 – ?2286,Easily Available Online,"Forest Research Institute, Dehradun",Post-monsoon,109.9 – 219.8 sq.m,220 – 382 plants/ha,46.6 – 72.9 m,"25.2641, 90.4873","Coconut (Cocos nucifera) is a perennial tree native to or widely cultivated in India. It belongs to the family Arecaceae and thrives in loamy soils. Known for its ornamental value, it is widely planted across East India.",Provides 249.8 kg/year oxygen; absorbs 28.8 kg CO2/year; improves AQI; excellent shade tree.,Coastal Protection
IND-0016,Curry Leaf,Murraya koenigii,Rutaceae,"Kadi Patta, Meetha Neem",Tree,Perennial,Slow,17.1 – 42.8 m,3.2 – 8.1 m,Adventitious,Full Sun / Partial,Medium,Red Laterite,7.0 – 8.5,5°C – 43°C,Low (30-50%),South India,Subtropical,11b,"8.7133°N, 79.0211°E",Both,149.2 – 298.5 kg/yr,29.3 – 58.5 kg/yr,High,Medium / High,Not Required,None Required,Very High,Susceptible to Pests,Climbing,Weeping,Evergreen,Feb-Apr,Mar-May,?1667 – ?3334,Widely Available,National Nursery (CAMPA),Pre-monsoon,88.6 – 177.2 sq.m,315 – 547 plants/ha,39.0 – 60.9 m,"8.7133, 79.0211","Curry Leaf (Murraya koenigii) is a perennial tree native to or widely cultivated in India. It belongs to the family Rutaceae and thrives in clay soils. Known for its medicinal value, it is widely planted across South India.",Provides 213.2 kg/year oxygen; absorbs 41.8 kg CO2/year; improves AQI; used in Ayurveda.,Medicinal / Ayurvedic
IND-0017,Aloe Vera,Aloe barbadensis,Asphodelaceae,"Ghritkumari, Kumari",Herb,Perennial,Medium,0.9 – 2.2 m,0.5 – 1.4 m,Adventitious,Full Sun / Partial,Low / Medium,Sandy,5.0 – 6.5,10°C – 34°C,Medium (50-70%),North India,Tropical,10a,"31.4601°N, 74.6001°E",Urban,9.8 – 19.6 kg/yr,1.5 – 2.9 kg/yr,Very High,Medium,Minimal,Compost (Bi-monthly),Low,Susceptible to Fungi,Columnar,Weeping,Deciduous,Nov-Jan,Feb-Apr,?113 – ?226,Easily Available Online,National Nursery (CAMPA),Nov-Dec,4.9 – 9.8 sq.m,3566 – 6181 plants/ha,11.6 – 18.1 m,"31.4601, 74.6001","Aloe Vera (Aloe barbadensis) is a perennial herb native to or widely cultivated in India. It belongs to the family Asphodelaceae and thrives in alluvial soils. Known for its ornamental value, it is widely planted across North India.",Provides 14.0 kg/year oxygen; absorbs 2.1 kg CO2/year; improves AQI; used in Ayurveda.,Carbon Sequestration
IND-0018,Moringa,Moringa oleifera,Moringaceae,"Drumstick Tree, Sahjan",Tree,Perennial,Medium,7.1 – 17.7 m,3.6 – 9.0 m,Adventitious,Partial / Shade,Medium,Clay Loam,6.0 – 7.5,6°C – 37°C,High (70-90%),East India,Tropical,9a,"20.8369°N, 87.8228°E",Both,137.8 – 275.5 kg/yr,13.1 – 26.2 kg/yr,High,Medium,Not Required,Organic (Monthly),High,Susceptible to Pests,Climbing,Rounded,Deciduous,Monsoon,Year-round,?1643 – ?3287,Common,National Nursery (CAMPA),Jun-Jul,29.2 – 58.4 sq.m,148 – 257 plants/ha,56.9 – 88.9 m,"20.8369, 87.8228","Moringa (Moringa oleifera) is a perennial tree native to or widely cultivated in India. It belongs to the family Moringaceae and thrives in loamy soils. Known for its medicinal value, it is widely planted across East India.",Provides 196.8 kg/year oxygen; absorbs 18.7 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Decorative / Ornamental
IND-0019,Papaya,Carica papaya,Caricaceae,"Papita, Paw Paw",Tree,Perennial,Medium,6.8 – 17.0 m,8.0 – 20.0 m,Lateral Spreading,Partial / Shade,Low,Clay,5.5 – 7.0,17°C – 41°C,Variable,West India,Subtropical,11b,"23.934°N, 71.4621°E",Urban,148.8 – 297.6 kg/yr,11.2 – 22.4 kg/yr,High,Low,Yes – Bi-annual,NPK (Quarterly),Medium,Susceptible to Pests,Vertical,Sparse,Evergreen,Mar-May,Mar-May,?851 – ?1702,Common,Online (Ugaoo/Nurserylive),Pre-monsoon,28.3 – 56.7 sq.m,99 – 172 plants/ha,69.4 – 108.4 m,"23.934, 71.4621","Papaya (Carica papaya) is a perennial tree native to or widely cultivated in India. It belongs to the family Caricaceae and thrives in clay loam soils. Known for its medicinal value, it is widely planted across West India.",Provides 212.6 kg/year oxygen; absorbs 16.0 kg CO2/year; improves AQI; used in Ayurveda.,Agro-forestry
IND-0020,Guava,Psidium guajava,Myrtaceae,"Amrood, Peru",Tree,Perennial,Medium,3.5 – 8.7 m,3.9 – 9.8 m,Shallow Fibrous,Partial / Shade,Medium / High,Alluvial,7.0 – 8.5,9°C – 42°C,High (70-90%),North India,Arid,9a,"32.8117°N, 79.3913°E",Both,146.2 – 292.5 kg/yr,18.9 – 37.8 kg/yr,Low,Low / Medium,Minimal,Compost (Bi-monthly),Low,Low,Vertical,Spreading,Semi-deciduous,Mar-May,Spring,?901 – ?1803,Easily Available Online,Private Agri Nursery,Jan-Feb,49.6 – 99.3 sq.m,249 – 431 plants/ha,43.9 – 68.6 m,"32.8117, 79.3913","Guava (Psidium guajava) is a perennial tree native to or widely cultivated in India. It belongs to the family Myrtaceae and thrives in alluvial soils. Known for its medicinal value, it is widely planted across North India.",Provides 208.9 kg/year oxygen; absorbs 27.0 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Agro-forestry
IND-0021,Teak,Tectona grandis,Lamiaceae,"Sagwan, Indian Oak",Tree,Perennial,Slow / Medium,11.6 – 29.1 m,7.3 – 18.3 m,Rhizomatous,Partial / Shade,Low,Alluvial,7.0 – 8.5,6°C – 38°C,High (70-90%),Northeast India,Tropical,10a,"24.8745°N, 90.5034°E",Rural,138.8 – 277.6 kg/yr,24.8 – 49.6 kg/yr,High,Low,Not Required,Compost (Bi-monthly),High,Susceptible to Pests,Weeping,Irregular,Evergreen,Feb-Apr,Nov-Jan,?1137 – ?2275,Seasonally Available,Private Agri Nursery,Nov-Dec,36.0 – 72.1 sq.m,273 – 474 plants/ha,41.8 – 65.4 m,"24.8745, 90.5034","Teak (Tectona grandis) is a perennial tree native to or widely cultivated in India. It belongs to the family Lamiaceae and thrives in alluvial soils. Known for its medicinal value, it is widely planted across Northeast India.",Provides 198.3 kg/year oxygen; absorbs 35.4 kg CO2/year; moderately beneficial for air quality; used in Ayurveda.,Kitchen Garden
IND-0022,Sandalwood,Santalum album,Santalaceae,"Chandan, White Sandalwood",Tree,Perennial,Slow / Medium,14.3 – 35.8 m,6.3 – 15.8 m,Deep Taproot,Shade Tolerant,Medium / High,Clay Loam,5.0 – 6.5,4°C – 47°C,Low (30-50%),East India,Arid,12a,"23.8445°N, 91.3491°E",Rural,206.2 – 412.4 kg/yr,10.4 – 20.9 kg/yr,Very High,Medium,Not Required,Compost (Bi-monthly),Medium,Susceptible to Fungi,Spreading,Sparse,Evergreen,Monsoon,Spring,?826 – ?1652,Rare,Agricultural Universities,Post-monsoon,109.8 – 219.5 sq.m,153 – 265 plants/ha,56.0 – 87.5 m,"23.8445, 91.3491","Sandalwood (Santalum album) is a perennial tree native to or widely cultivated in India. It belongs to the family Santalaceae and thrives in alluvial soils. Known for its ornamental value, it is widely planted across East India.",Provides 294.6 kg/year oxygen; absorbs 14.9 kg CO2/year; moderately beneficial for air quality; excellent shade tree.,Urban Greening
IND-0023,Jackfruit,Artocarpus heterophyllus,Moraceae,"Kathal, Chakka",Tree,Perennial,Medium,17.0 – 42.6 m,5.5 – 13.6 m,Shallow Fibrous,Full Sun / Partial,Low / Medium,Red Laterite,5.0 – 6.5,12°C – 37°C,Medium (50-70%),Northeast India,Humid Subtropical,12a,"23.9406°N, 93.2824°E",Both,137.8 – 275.7 kg/yr,19.5 – 39.1 kg/yr,Medium,Low / Medium,Yes – Annual,NPK (Quarterly),Low,Low,Bushy,Rounded,Evergreen,Sep-Nov,Feb-Apr,?1697 – ?3395,Easily Available Online,Online (Ugaoo/Nurserylive),Jan-Feb,117.4 – 234.8 sq.m,183 – 317 plants/ha,51.2 – 80.0 m,"23.9406, 93.2824","Jackfruit (Artocarpus heterophyllus) is a perennial tree native to or widely cultivated in India. It belongs to the family Moraceae and thrives in sandy loam soils. Known for its medicinal value, it is widely planted across Northeast India.",Provides 196.9 kg/year oxygen; absorbs 27.9 kg CO2/year; improves AQI; excellent shade tree.,Commercial / Timber
IND-0024,Tamarind,Tamarindus indica,Fabaceae,"Imli, Chinch",Tree,Perennial,Slow,9.1 – 22.8 m,6.5 – 16.4 m,Deep Taproot,Full Sun,Low,Alluvial,5.0 – 6.5,18°C – 32°C,Low (30-50%),Pan India,Subtropical,11b,"34.1685°N, 77.8183°E",Rural,189.3 – 378.7 kg/yr,30.9 – 61.7 kg/yr,Low,Low,Minimal,Organic (Monthly),Low,High,Climbing,Irregular,Evergreen,Monsoon,Oct-Dec,?1229 – ?2458,Seasonally Available,Private Agri Nursery,Post-monsoon,33.5 – 66.9 sq.m,255 – 442 plants/ha,43.4 – 67.8 m,"34.1685, 77.8183","Tamarind (Tamarindus indica) is a perennial tree native to or widely cultivated in India. It belongs to the family Fabaceae and thrives in clay loam soils. Known for its ornamental value, it is widely planted across Pan India.",Provides 270.5 kg/year oxygen; absorbs 44.1 kg CO2/year; improves AQI; excellent shade tree.,Kitchen Garden
IND-0025,Gulmohar,Delonix regia,Fabaceae,"Flamboyant, Royal Poinciana",Tree,Perennial,Medium / Fast,13.2 – 33.0 m,3.1 – 7.8 m,Adventitious,Shade Tolerant,Low / Medium,Clay Loam,5.0 – 6.5,16°C – 42°C,Medium (50-70%),Pan India,Subtropical,10b,"18.3287°N, 87.8109°E",Rural,134.5 – 269.1 kg/yr,11.0 – 22.0 kg/yr,Low,Medium,Not Required,Compost (Bi-monthly),Low,Susceptible to Pests,Climbing,Columnar,Evergreen,Spring,Mar-May,?871 – ?1743,Common,National Nursery (CAMPA),Jan-Feb,36.0 – 72.1 sq.m,309 – 535 plants/ha,39.4 – 61.6 m,"18.3287, 87.8109","Gulmohar (Delonix regia) is a perennial tree native to or widely cultivated in India. It belongs to the family Fabaceae and thrives in black cotton soils. Known for its medicinal value, it is widely planted across Pan India.",Provides 192.2 kg/year oxygen; absorbs 15.7 kg CO2/year; improves AQI; used in Ayurveda.,Kitchen Garden
IND-0026,Champak,Magnolia champaca,Magnoliaceae,"Champa, Joy Perfume Tree",Tree,Perennial,Medium,16.0 – 39.9 m,7.4 – 18.5 m,Taproot,Shade Tolerant,High,Red Laterite,6.5 – 8.0,6°C – 36°C,Low (30-50%),Northeast India,Subtropical,9b,"25.2287°N, 96.1374°E",Urban,119.3 – 238.7 kg/yr,24.0 – 48.0 kg/yr,High,Medium / High,Minimal,NPK (Quarterly),Low,Susceptible to Fungi,Bushy,Columnar,Semi-deciduous,Post-monsoon,Mar-May,?1920 – ?3840,Rare,Agricultural Universities,Feb-Mar,136.6 – 273.3 sq.m,307 – 533 plants/ha,39.5 – 61.8 m,"25.2287, 96.1374","Champak (Magnolia champaca) is a perennial tree native to or widely cultivated in India. It belongs to the family Magnoliaceae and thrives in sandy soils. Known for its medicinal value, it is widely planted across Northeast India.",Provides 170.5 kg/year oxygen; absorbs 34.3 kg CO2/year; improves AQI; excellent shade tree.,Carbon Sequestration
